Year,County,Latitude,Longitude,Soybean,Corn,SeasonalPrep,SeasonalTmax,SeasonalTmin,SeasonalAvgTmax,SeasonalAvgTmin,WetDays,DaysA30,DaysB10,DaysB_2,GDD
1997,SALINE,37.75314874,-88.54080853,2421,5918,604.9625,36.795,-0.815,26.36096995,13.04797814,54,52,55,0,2735.59875
1998,SALINE,37.75314874,-88.54080853,2118,6120,766.81,36.0875,4.6425,28.16954918,16.1992623,65,83,27,0,3088.44875
1999,SALINE,37.75314874,-88.54080853,1883,6591,422.0325,38.6925,1.4425,28.62131148,14.7151776,44,79,37,0,2986.31
2000,SALINE,37.75314874,-88.54080853,2690,8406,622.2175,37.0525,-1.8575,27.56586066,15.14051913,65,61,36,0,3010.11
2001,SALINE,37.75314874,-88.54080853,3026,9348,581.09,35.73,-2.6725,28.0732377,14.93959016,59,72,31,1,3016.92875
2002,SALINE,37.75314874,-88.54080853,1614,4035,571.8425,37.705,0.1975,29.39154372,16.40023224,58,104,33,0,3159.56125
2003,SALINE,37.75314874,-88.54080853,2556,7532,631.54,35.58,0.505,27.12677596,14.88755464,63,55,35,0,2910.09875
2004,SALINE,37.75314874,-88.54080853,2892,10558,554.8575,34.995,0.3875,27.86909836,14.82234973,58,58,29,0,2985.7625
2005,SALINE,37.75314874,-88.54080853,3094,9348,529.305,36.6825,0.2075,28.45956284,15.70695355,53,93,35,0,3073.2475
2006,SALINE,37.75314874,-88.54080853,3026,10088,672.485,36.8325,-0.3175,27.92401639,15.71974044,68,77,27,0,3018.27
2007,SALINE,37.75314874,-88.54080853,1816,8474,273.9575,39.4275,3.53,30.00129781,16.10833333,47,99,23,0,3194.19125
2008,SALINE,37.75314874,-88.54080853,2690,10289,550.8935,35.8525,-0.92,27.6664071,15.51614754,80,64,29,0,3021.86125
2009,SALINE,37.75314874,-88.54080853,3026,10962,806.195,36.09,3.8325,26.66404372,15.56862022,86,42,29,0,2943.36875
2010,SALINE,37.75314874,-88.54080853,2629,8964,479.1475,39.16,0.8625,29.45236339,16.7054918,58,103,29,0,3204.52375
2011,SALINE,37.75314874,-88.54080853,2468,8897,1137.731007,37.22222222,5,28.68397086,17.06891318,76,91,28,0,3142.083334
2012,SALINE,37.75314874,-88.54080853,2011,3363,649.5849014,41.66666667,-0.277777778,29.60837887,14.48087432,183,88,39,0,2986.666667
2013,SALINE,37.75314874,-88.54080853,3161,11520,734.8796307,34.72222222,-0.277777778,27.34820886,14.9195507,73,62,36,0,2962.5
2014,SALINE,37.75314874,-88.54080853,3114,11883,758.7085847,34.72222222,-0.277777778,26.69702489,14.55676988,69,38,36,0,2890.277778
2015,SALINE,37.75314874,-88.54080853,-99,11574,561.9063155,33.88888889,2.222222222,27.10534305,15.58439587,51,50,33,0,2997.083334
2016,SALINE,37.75314874,-88.54080853,3147,9186,898.2904051,34.16666667,3.888888889,27.7944748,16.63630844,58,69,24,0,3111.666667
2017,SALINE,37.75314874,-88.54080853,3356,11506,786.4261703,35.27777778,3.888888889,27.6608986,15.47358834,59,53,25,0,3011.527778
2018,SALINE,37.75314874,-88.54080853,3322,10794,712.6971578,34.44444444,-1.111111111,28.20127505,17.02489375,78,82,24,0,3204.027778
2019,SALINE,37.75314874,-88.54080853,-99,-99,650.4980925,35,0.555555556,28.37583485,16.16423801,88,81,26,0,3122.222223
1950,ROCK ISLAND,41.46729746,-90.5674208,1715,3699,558.4733333,33.83,-1.343333333,24.27989071,12.66910747,55,22,47,0,2556.715
1951,ROCK ISLAND,41.46729746,-90.5674208,1849,3766,750.67,35.57333333,-2.526666667,24.60143898,13.45934426,72,28,42,1,2637.865
1952,ROCK ISLAND,41.46729746,-90.5674208,1849,4708,470.3866667,35.65666667,-3.19,26.37060109,13.64535519,45,58,51,1,2782.123334
1953,ROCK ISLAND,41.46729746,-90.5674208,1412,4035,396.7933333,37.70333333,-3.113333333,26.53065574,13.1920765,54,61,58,4,2746.246667
1954,ROCK ISLAND,41.46729746,-90.5674208,1749,4304,713.7733333,37.01,-0.083333333,25.97972678,14.2459745,59,55,46,0,2780.186667
1955,ROCK ISLAND,41.46729746,-90.5674208,1681,4102,455.4666667,37.49333333,3.6,27.03850638,14.95779599,51,60,37,0,2875.73
1956,ROCK ISLAND,41.46729746,-90.5674208,1816,4640,376.6733333,38.79,-3.63,25.92885246,13.42342441,48,47,55,2,2750.595
1957,ROCK ISLAND,41.46729746,-90.5674208,1849,4573,433.1266667,35.79,0.873333333,25.42216758,14.06901639,59,39,50,0,2730.325
1958,ROCK ISLAND,41.46729746,-90.5674208,1883,4640,517.7166667,34.22333333,-1.88,24.66956284,13.24444444,63,20,46,0,2624.198334
1959,ROCK ISLAND,41.46729746,-90.5674208,1816,4775,754.2066667,35.69666667,-0.403333333,25.51530055,14.87978142,61,51,40,0,2809.543334
1960,ROCK ISLAND,41.46729746,-90.5674208,1782,4170,548.8066667,36.3,0.586666667,25.37091075,14.20069217,62,32,34,0,2732.668334
1961,ROCK ISLAND,41.46729746,-90.5674208,1950,5313,709.0666666,34.34333333,-2.6,25.15883424,13.26493625,63,38,56,1,2682.24
1962,ROCK ISLAND,41.46729746,-90.5674208,1749,5515,507.38,34.80333333,-3.33,25.91408015,14.29378871,58,40,31,1,2785.783334
1963,ROCK ISLAND,41.46729746,-90.5674208,1816,5582,526.63,36.50666667,0.43,26.15255009,13.81806922,50,45,44,0,2758.671667
1964,ROCK ISLAND,41.46729746,-90.5674208,1984,5716,516.7833333,35.85,-2.506666667,25.74777778,14.19393443,61,43,45,1,2767.048334
1965,ROCK ISLAND,41.46729746,-90.5674208,1883,5985,819.5466667,35.77666667,1.096666667,24.76730419,13.75599271,75,24,43,0,2672.243334
1966,ROCK ISLAND,41.46729746,-90.5674208,1984,6322,646.7466667,36.83666667,-1.01,25.00102004,12.73797814,57,44,56,0,2607.12
1967,ROCK ISLAND,41.46729746,-90.5674208,1984,6389,641.1633333,33.57,-3.523333333,23.69697632,12.21256831,76,19,60,1,2491.933334
1968,ROCK ISLAND,41.46729746,-90.5674208,2186,6053,497.8266667,35.89333333,0.07,25.038051,13.55344262,63,40,52,0,2656.685
1969,ROCK ISLAND,41.46729746,-90.5674208,2387,6792,680.1333333,34.64333333,0.046666667,25.00479053,13.84253188,70,38,47,0,2699.956667
1970,ROCK ISLAND,41.46729746,-90.5674208,2320,5178,843.02,36.11,1.373333333,25.73182149,14.54577413,77,39,38,0,2794.193334
1971,ROCK ISLAND,41.46729746,-90.5674208,2152,7465,473.1133333,36.63,0.78,25.97976321,13.55606557,56,59,52,0,2748.416667
1972,ROCK ISLAND,41.46729746,-90.5674208,2287,7196,691.2833334,35.53333333,-1.163333333,25.31245902,13.9076867,73,45,46,0,2719.593334
1973,ROCK ISLAND,41.46729746,-90.5674208,2219,6658,821.5,35.37333333,2.36,25.34315118,14.86140255,79,42,35,0,2770.496667
1974,ROCK ISLAND,41.46729746,-90.5674208,1648,5716,631.8633333,36.43,-2.996666667,24.32446266,12.85327869,70,30,54,1,2561.188334
1975,ROCK ISLAND,41.46729746,-90.5674208,2556,7532,448.3866667,36.03333333,0.41,25.771949,13.95167577,67,54,47,0,2746.413334
1976,ROCK ISLAND,41.46729746,-90.5674208,2387,7196,487.03,35.90333333,-0.723333333,25.40763206,12.74557377,54,44,51,0,2645.623334
1977,ROCK ISLAND,41.46729746,-90.5674208,2556,7734,756.3433333,36.6,-0.516666667,26.15661202,14.58038251,74,49,32,0,2831.153334
1978,ROCK ISLAND,41.46729746,-90.5674208,2387,7532,492.82,35.08666667,-0.356666667,25.39377049,13.72344262,68,52,52,0,2719.881667
1979,ROCK ISLAND,41.46729746,-90.5674208,2757,8339,484.4533333,35.08333333,-2.63,25.64153005,12.86278689,54,48,63,1,2686.97
1980,ROCK ISLAND,41.46729746,-90.5674208,2556,7667,586.0466667,36.58,-2.296666667,26.48247723,13.71816029,65,52,53,1,2810.945
1981,ROCK ISLAND,41.46729746,-90.5674208,2925,9012,615.5233333,35.52333333,-0.403333333,24.71198543,13.18076503,64,27,53,0,2645.573334
1982,ROCK ISLAND,41.46729746,-90.5674208,2589,8608,670.9733333,35.27,-1.17,25.28183971,13.69479053,66,28,43,0,2706.39
1983,ROCK ISLAND,41.46729746,-90.5674208,2656,5380,444.3133333,38.78666667,-4.213333333,26.70905282,13.93444444,54,69,54,4,2800.605
1984,ROCK ISLAND,41.46729746,-90.5674208,2387,7734,517.5233333,36.65,-1.576666667,25.56652095,12.96163934,61,49,53,0,2684.311667
1985,ROCK ISLAND,41.46729746,-90.5674208,2858,7330,473.2466667,36.10666667,-0.756666667,25.79848816,13.37479053,62,41,47,0,2707.976667
1986,ROCK ISLAND,41.46729746,-90.5674208,2858,8406,761.4333333,34.93666667,-2.883333333,25.4810929,13.89433515,78,36,39,1,2744.115
1987,ROCK ISLAND,41.46729746,-90.5674208,2925,8272,519.28,39.34333333,-4.546666667,27.21102004,14.09786885,54,63,51,3,2859.635
1988,ROCK ISLAND,41.46729746,-90.5674208,2186,4640,307.1533333,39.53,-3.61,27.85020036,13.05400729,43,76,61,3,2831.150001
1989,ROCK ISLAND,41.46729746,-90.5674208,2959,7330,585.8033333,37.60666667,-1.956666667,25.43320583,12.58779599,60,35,62,0,2660.003334
1990,ROCK ISLAND,41.46729746,-90.5674208,2959,8675,842.7866667,36.82333333,-3.996666667,25.05007286,13.72265938,81,35,49,1,2704.321667
1991,ROCK ISLAND,41.46729746,-90.5674208,2993,6994,337.2133333,37.29,-1.2,26.69023679,14.02728597,54,65,47,0,2843.728334
1992,ROCK ISLAND,41.46729746,-90.5674208,2993,9550,599.7666667,33.59666667,-0.62,24.21575592,11.71098361,64,18,70,0,2490.693334
1993,ROCK ISLAND,41.46729746,-90.5674208,2825,7868,985.71,33.63666667,-2.923333333,24.51710383,13.51377049,90,27,53,1,2662.965
1994,ROCK ISLAND,41.46729746,-90.5674208,3363,11096,431.58,35.3,0.37,25.62642987,12.93830601,63,37,47,0,2678.785
1995,ROCK ISLAND,41.46729746,-90.5674208,2892,8205,529.9866667,37.74666667,-0.103333333,25.46335155,13.74715847,62,54,52,0,2715.366667
1996,ROCK ISLAND,41.46729746,-90.5674208,3127,9684,517.1566667,35.11,-0.103333333,24.26606557,12.7245173,66,31,57,0,2555.18
1997,ROCK ISLAND,41.46729746,-90.5674208,3228,8743,523.4733333,36.3,-2.333333333,25.05302368,13.05480874,61,37,50,1,2641.888334
1998,ROCK ISLAND,41.46729746,-90.5674208,3463,10088,679.16,35.88666667,0.68,25.74868852,14.58972678,76,39,37,0,2809.156667
1999,ROCK ISLAND,41.46729746,-90.5674208,2959,9819,565.25,37.06333333,0.333333333,25.71491803,13.30992714,63,44,55,0,2704.198334
2000,ROCK ISLAND,41.46729746,-90.5674208,3026,9684,727.1733333,35.85666667,-2.693333333,25.40300546,13.62123862,71,34,48,1,2729.883334
2001,ROCK ISLAND,41.46729746,-90.5674208,3161,10222,675.7366667,35.04666667,-1.7,25.41998179,13.78899818,71,45,46,0,2711.595
2002,ROCK ISLAND,41.46729746,-90.5674208,3564,11769,648.8533334,34.57666667,1.02,26.02326047,13.92663024,59,56,52,0,2792.578334
2003,ROCK ISLAND,41.46729746,-90.5674208,2421,11634,525.2133333,35.82333333,-3.173333333,25.33704918,12.8754827,62,35,64,1,2645.208334
2004,ROCK ISLAND,41.46729746,-90.5674208,3497,12240,552.9333333,33.53,-0.736666667,25.04038251,13.17836066,66,22,39,0,2652.015
2005,ROCK ISLAND,41.46729746,-90.5674208,2959,9415,270.38,38.44333333,-3.306666667,26.64444444,14.33639344,47,58,40,2,2850.071667
2006,ROCK ISLAND,41.46729746,-90.5674208,3295,11096,459.8066667,37.05666667,-0.85,25.63176685,14.20533698,67,41,50,0,2768.265
2007,ROCK ISLAND,41.46729746,-90.5674208,3564,12979,690.6433334,34.43,0.933333333,27.36954463,15.16446266,60,57,31,0,2965.18
2008,ROCK ISLAND,41.46729746,-90.5674208,3228,12307,813.6833333,32.39,-0.066666667,25.15153005,13.38129326,75,24,47,0,2671.731667
2009,ROCK ISLAND,41.46729746,-90.5674208,3228,11769,842.4433333,35.17333333,-2.586666667,23.69204007,12.79726776,78,12,49,1,2507.371667
2010,ROCK ISLAND,41.46729746,-90.5674208,3356,11022,845.58,33.66,1.553333333,26.43566485,14.95652095,79,51,38,0,2904.906667
2011,ROCK ISLAND,41.46729746,-90.5674208,3995,11863,520.9539999,37.22222222,-1.111111111,25.24337179,14.36045335,58,48,50,0,2741.064815
2012,ROCK ISLAND,41.46729746,-90.5674208,3383,-99,449.8128333,38.14814817,0.185185183,26.61404574,13.87067395,56,62,55,0,2803.148149
2013,ROCK ISLAND,41.46729746,-90.5674208,3141,12260,606.2072858,36.29629629,-1.296296294,25.59957498,13.96529043,54,36,43,0,2748.333334
2014,ROCK ISLAND,41.46729746,-90.5674208,3719,12495,866.3208238,33.88888889,-1.666666667,24.41762801,13.45830804,69,18,50,0,2642.361111
2015,ROCK ISLAND,41.46729746,-90.5674208,3914,13026,765.8862,34.25925926,-0.740740739,25.52013762,14.12720097,69,26,40,0,2763.611112
2016,ROCK ISLAND,41.46729746,-90.5674208,3901,14176,765.4156952,34.25925926,1.296296294,26.36055454,15.12902247,72,38,36,0,2901.435186
2017,ROCK ISLAND,41.46729746,-90.5674208,3941,15145,672.7333126,34.62962963,2.222222222,25.79740943,13.70471564,65,37,42,0,2722.731482
2018,ROCK ISLAND,41.46729746,-90.5674208,4069,15024,814.4264064,36.11111111,-3.703703706,26.34233961,14.98026715,74,53,32,3,2899.398149
2019,ROCK ISLAND,41.46729746,-90.5674208,-99,-99,873.699927,35.92592593,-0.370370372,25.64612427,14.21878162,90,39,44,0,2783.425926
1950,SANGAMON,39.7582714,-89.65862451,1883,3901,447.79,34.84,0.28,25.20728597,13.808051,55,21,40,0,2712.446667
1951,SANGAMON,39.7582714,-89.65862451,1917,3766,527.02,35.82,-1.433333333,25.67287796,14.20411658,57,42,39,0,2779.075
1952,SANGAMON,39.7582714,-89.65862451,1917,3833,424.41,38.30666667,-3.143333333,27.61648452,14.4908561,51,75,45,3,2912.783334
1953,SANGAMON,39.7582714,-89.65862451,1580,3968,332.56,38.9,-2.336666667,28.00693989,14.66912568,46,79,44,3,2927.883334
1954,SANGAMON,39.7582714,-89.65862451,1480,2354,446.85,44.43333333,-1.066666667,28.18453552,15.49998179,56,83,36,0,2995.941667
1955,SANGAMON,39.7582714,-89.65862451,1816,3901,594.4133333,36.73,3.246666667,27.8495082,15.29092896,50,78,30,0,2958.733334
1956,SANGAMON,39.7582714,-89.65862451,2186,4708,564.3166666,36.32333333,-4.68,27.00775956,13.86448087,58,63,51,3,2876.278334
1957,SANGAMON,39.7582714,-89.65862451,1917,4439,652.4466667,35.48666667,0.846666667,26.65174863,14.91225865,64,48,35,0,2893.21
1958,SANGAMON,39.7582714,-89.65862451,2152,5044,608.26,34.94,-0.033333333,25.96347905,13.78369763,64,34,47,0,2775.578334
1959,SANGAMON,39.7582714,-89.65862451,1984,4708,603.0166667,36.22666667,-1.46,27.27861566,15.5215847,60,75,35,0,2981.401667
1960,SANGAMON,39.7582714,-89.65862451,2118,4775,610.97,37.11333333,0.483333333,26.67225865,14.62925319,60,45,33,0,2869.408334
1961,SANGAMON,39.7582714,-89.65862451,2253,5447,668.21,34.81,-2.376666667,26.08129326,13.43677596,62,61,58,1,2773.021667
1962,SANGAMON,39.7582714,-89.65862451,2219,6254,492.7166667,37,-3.353333333,27.80040073,14.89429873,57,65,31,1,2980.776667
1963,SANGAMON,39.7582714,-89.65862451,2320,6725,476.4266666,36.68666667,-2.083333333,27.35748634,13.59564663,47,62,42,1,2832.103334
1964,SANGAMON,39.7582714,-89.65862451,1917,5985,435.24,39.33333333,-3.616666667,27.95362477,14.46863388,49,75,41,1,2929.793334
1965,SANGAMON,39.7582714,-89.65862451,2287,7599,630.8833334,35.45666667,0.75,26.87061931,14.40765027,60,53,37,0,2887.425
1966,SANGAMON,39.7582714,-89.65862451,2219,5716,523.1966667,40.64666667,-2.51,26.15460838,13.02442623,72,56,58,1,2679.328334
1967,SANGAMON,39.7582714,-89.65862451,2556,8003,529.92,34.68666667,-0.52,24.67675774,12.90453552,72,32,60,0,2607.676667
1968,SANGAMON,39.7582714,-89.65862451,2387,6389,502.4866667,35.26,-0.323333333,26.12273224,13.98023679,59,49,44,0,2777.655
1969,SANGAMON,39.7582714,-89.65862451,2623,7936,670.28,34.71,1.24,26.32934426,14.17710382,60,48,48,0,2825.063334
1970,SANGAMON,39.7582714,-89.65862451,2287,5447,782.36,37.16333333,1.076666667,26.51395264,15.158051,76,47,31,0,2906.235
1971,SANGAMON,39.7582714,-89.65862451,2589,7667,419.2533333,37.32333333,1.116666667,26.77706739,14.15604736,52,57,47,0,2851.303334
1972,SANGAMON,39.7582714,-89.65862451,2690,8406,506.6733333,34.85333333,-0.33,26.15801457,14.20249545,67,51,40,0,2799.935
1973,SANGAMON,39.7582714,-89.65862451,2488,7936,698.5733333,34.98,1.89,26.56326047,15.11661202,66,43,28,0,2904.981667
1974,SANGAMON,39.7582714,-89.65862451,1816,6792,622.2333333,37.74333333,-2.33,25.22103825,13.27098361,63,35,52,1,2666.076667
1975,SANGAMON,39.7582714,-89.65862451,2724,8474,571.03,34.74666667,1.336666667,26.68704918,14.59994536,70,54,42,0,2868.236667
1976,SANGAMON,39.7582714,-89.65862451,2656,7868,340.77,36.81333333,-1.32,26.59260474,12.69145719,47,55,53,0,2730.65
1977,SANGAMON,39.7582714,-89.65862451,2892,8205,698.75,36.92333333,-1.243333333,27.13930783,15.04213115,76,59,33,0,2943.155
1978,SANGAMON,39.7582714,-89.65862451,2623,7599,483.7466667,35.59666667,-0.5,26.12641166,14.18867031,66,57,45,0,2800.556667
1979,SANGAMON,39.7582714,-89.65862451,2959,9482,321.8966667,35.43,-3.11,26.69041894,13.55242259,43,62,49,2,2816.383334
1980,SANGAMON,39.7582714,-89.65862451,2589,7398,441.92,38.07333333,-1.126666667,27.80327869,14.75473588,62,76,45,0,2949.046667
1981,SANGAMON,39.7582714,-89.65862451,2959,9886,863.0166667,35.38333333,1.34,26.11533698,14.31471767,77,43,40,0,2824.48
1982,SANGAMON,39.7582714,-89.65862451,2993,9684,512.4766667,35.76666667,-1.353333333,26.43147541,14.20786885,70,46,32,0,2824.695
1983,SANGAMON,39.7582714,-89.65862451,2219,6120,403.2333333,38.7,-4.683333333,27.7024408,14.39351548,51,86,42,3,2881.713334
1984,SANGAMON,39.7582714,-89.65862451,2556,9146,578.0166667,36.87666667,-0.266666667,26.39644809,14.29393443,61,61,45,0,2828.518334
1985,SANGAMON,39.7582714,-89.65862451,3295,10827,487.1866667,34.4,0.13,26.3085428,14.20138434,69,36,36,0,2819.401667
1986,SANGAMON,39.7582714,-89.65862451,3262,11029,655.3,34.10666667,-1.336666667,27.01985428,14.76355191,65,54,35,0,2937.001667
1987,SANGAMON,39.7582714,-89.65862451,2791,10155,332.95,37.81333333,-4.46,28.11091075,14.79664845,54,75,45,1,2990.295001
1988,SANGAMON,39.7582714,-89.65862451,2085,5851,190.0466667,38.84666667,-2.003333333,28.15612022,13.7257377,31,72,51,1,2915.268334
1989,SANGAMON,39.7582714,-89.65862451,3228,9482,515.6366667,35.49,0.4,25.62686703,13.52515483,52,34,48,0,2737.656667
1990,SANGAMON,39.7582714,-89.65862451,3026,9886,790.7666667,36.31333333,-2.143333333,25.64892532,14.3736612,64,43,44,1,2779.991667
1991,SANGAMON,39.7582714,-89.65862451,3262,10020,589.5066667,35.61,-0.01,27.15836066,15.11183971,54,67,38,0,2967.1
1992,SANGAMON,39.7582714,-89.65862451,3262,11567,408.1,34.72,-0.73,25.69140255,13.09856102,66,24,48,0,2716.678334
1993,SANGAMON,39.7582714,-89.65862451,3161,10491,804.5,34.19666667,-0.85,25.5635337,14.35916211,82,43,44,0,2788.263334
1994,SANGAMON,39.7582714,-89.65862451,3329,11903,491.2133333,36.18,1.983333333,26.56145719,13.92092896,64,53,45,0,2804.205
1995,SANGAMON,39.7582714,-89.65862451,2825,8675,514.71,38.05666667,-0.263333333,26.65500911,14.39954463,77,63,46,0,2849.181667
1996,SANGAMON,39.7582714,-89.65862451,3094,10760,539.1433333,34.23666667,-0.056666667,25.61928962,13.3089071,62,39,52,0,2702.558334
1997,SANGAMON,39.7582714,-89.65862451,2993,9617,391.5433333,35.64333333,-2.883333333,25.7631694,13.28522769,65,48,50,1,2715.986667
1998,SANGAMON,39.7582714,-89.65862451,3329,10155,672.1866667,35.02,0.94,26.55899818,15.43083789,69,46,32,0,2941.336667
1999,SANGAMON,39.7582714,-89.65862451,3094,9751,485.47,36.40666667,0.28,26.31422587,13.64803279,56,48,49,0,2774.243334
2000,SANGAMON,39.7582714,-89.65862451,3228,11702,605.6566667,35.35666667,-3.206666667,26.09699454,14.05936248,66,41,46,2,2825.778334
2001,SANGAMON,39.7582714,-89.65862451,3228,10827,553.1833333,35.75,-2.043333333,26.43205829,13.92163934,73,49,40,1,2807.48
2002,SANGAMON,39.7582714,-89.65862451,3430,10222,737.5566667,34.93666667,-0.893333333,26.78897996,14.77251366,65,65,47,0,2913.075
2003,SANGAMON,39.7582714,-89.65862451,3228,13047,520.5566667,35.38333333,-3.706666667,25.55045537,13.18930783,62,30,53,1,2688.48
2004,SANGAMON,39.7582714,-89.65862451,3632,12912,514.9733333,33.09,-1.5,25.96285974,13.61067395,67,24,42,0,2765.715
2005,SANGAMON,39.7582714,-89.65862451,3564,11365,326.4233333,36.16,-0.99,27.68418944,14.82428051,53,77,33,0,2956.983334
2006,SANGAMON,39.7582714,-89.65862451,3632,11702,447.3266667,36.54666667,-2.08,26.48724954,14.21887067,61,54,45,1,2836.415
2007,SANGAMON,39.7582714,-89.65862451,3430,13383,383.4566667,36.67333333,1.546666667,28.41508197,15.37989071,57,72,26,0,3053.611667
2008,SANGAMON,39.7582714,-89.65862451,3430,12374,872.7733333,33.26666667,1.926666667,25.72958106,13.98001822,74,26,45,0,2764.288334
2009,SANGAMON,39.7582714,-89.65862451,3564,12710,686.8966667,35.04333333,0.6,25.01673953,13.89327869,65,18,40,0,2694.225
2010,SANGAMON,39.7582714,-89.65862451,4062,10390,830.5066667,36.03,1,27.39309654,15.60899818,78,68,36,0,3019.728334
2011,SANGAMON,39.7582714,-89.65862451,3773,11143,498.3478196,38.05555556,-0.833333333,27.06284153,14.82240437,59,70,46,0,2903.194445
2012,SANGAMON,39.7582714,-89.65862451,3329,8830,417.9273117,39.72222222,0.555555556,27.95233758,14.31086825,47,77,48,0,2900.972223
2013,SANGAMON,39.7582714,-89.65862451,3833,13329,593.4074063,34.44444444,-1.666666667,26.08075288,14.20916818,55,40,39,0,2810.277778
2014,SANGAMON,39.7582714,-89.65862451,4257,15252,750.853276,34.72222222,-1.111111111,25.54948391,14.32452945,76,31,44,0,2781.944445
2015,SANGAMON,39.7582714,-89.65862451,4082,12340,701.4940045,35.27777778,0,26.56041287,15.15179114,67,40,35,0,2928.888889
2016,SANGAMON,39.7582714,-89.65862451,4452,14936,680.8082964,34.16666667,5,27.39829994,16.19459624,76,58,23,0,3045.833334
2017,SANGAMON,39.7582714,-89.65862451,4728,15091,660.5777139,35.55555556,2.5,27.72465088,15.0273224,65,61,30,0,2955
2018,SANGAMON,39.7582714,-89.65862451,5407,15898,729.846719,36.66666667,-1.666666667,28.49423194,16.37219186,58,79,23,0,3149.444445
2019,SANGAMON,39.7582714,-89.65862451,4405,13874,829.2459762,35.55555556,-1.111111111,26.86399514,15.23375835,69,57,30,0,2945.833334
1950,SCHUYLER,40.15808909,-90.61516057,1849,3564,457.7,35.56,-0.56,25.61284153,13.26169399,38,28,38,0,2707.565
1951,SCHUYLER,40.15808909,-90.61516057,1648,3699,452.14,36.67,-2.78,26.78562842,14.72885246,41,57,36,1,2894.945
1952,SCHUYLER,40.15808909,-90.61516057,1883,4170,461.22,38.33,-4.44,27.90868852,13.88650273,44,73,49,3,2902.285
1953,SCHUYLER,40.15808909,-90.61516057,1345,3632,436.6,38.89,-3.33,28.38196721,14.20229508,35,81,47,3,2924.505
1954,SCHUYLER,40.15808909,-90.61516057,1580,3228,562.36,42.22,-0.56,28.40934426,15.15245902,46,78,37,0,2977.845
1955,SCHUYLER,40.15808909,-90.61516057,1614,3968,783.58,37.78,3.33,28.50382514,14.85939891,43,79,28,0,2948.255
1956,SCHUYLER,40.15808909,-90.61516057,1849,4371,512.81,40.56,-5,28.77098361,13.38540984,34,87,55,2,2939.18
1957,SCHUYLER,40.15808909,-90.61516057,1614,4170,579.61,37.78,1.11,27.45896175,14.26923497,50,55,39,0,2875.43
1958,SCHUYLER,40.15808909,-90.61516057,2018,4977,647.7,35.56,-1.67,26.50612022,12.88448087,47,37,48,0,2748.5
1959,SCHUYLER,40.15808909,-90.61516057,1648,3901,569.72,36.11,-1.11,27.9363388,14.67863388,44,83,33,0,2948.415
1960,SCHUYLER,40.15808909,-90.61516057,1513,4035,689.12,36.67,0,26.98420765,13.4852459,51,47,39,0,2802.515
1961,SCHUYLER,40.15808909,-90.61516057,2085,5111,932.01,34.44,-3.89,26.18393443,12.37606557,49,53,57,2,2703.23
1962,SCHUYLER,40.15808909,-90.61516057,1849,5111,647.92,36.11,-2.22,28.2836612,14.40431694,49,76,26,1,2963.25
1963,SCHUYLER,40.15808909,-90.61516057,2219,5649,417.56,37.22,-1.67,28.40191257,13.50928962,35,78,35,0,2882.63
1964,SCHUYLER,40.15808909,-90.61516057,1883,4909,485.12,37.78,-2.22,27.85377049,14.11398907,36,74,37,1,2899.47
1965,SCHUYLER,40.15808909,-90.61516057,1950,6187,682.23,36.67,0,27.3584153,13.69163934,51,61,39,0,2861.63
1966,SCHUYLER,40.15808909,-90.61516057,1883,5716,772.39,39.44,-3.33,26.3647541,12.38530055,47,54,60,1,2663.575
1967,SCHUYLER,40.15808909,-90.61516057,2085,6658,617.97,33.89,-3.33,24.56655738,11.88229508,52,32,65,1,2538.41
1968,SCHUYLER,40.15808909,-90.61516057,2320,6456,657.1,35,-1.67,26.72672131,12.78715847,49,53,53,0,2736.935
1969,SCHUYLER,40.15808909,-90.61516057,2186,6389,820.91,36.11,-1.11,26.47469945,13.56879781,51,51,46,0,2773.715
1970,SCHUYLER,40.15808909,-90.61516057,2118,4640,1038.59,37.78,-1.11,27.07617486,13.47617486,61,58,43,0,2819.12
1971,SCHUYLER,40.15808909,-90.61516057,2488,6927,457.19,36.67,0.56,27.32830601,12.63185792,37,66,53,0,2785.52
1972,SCHUYLER,40.15808909,-90.61516057,2387,7263,515.17,35,-2.22,26.42666667,13.41814208,43,62,49,1,2754.94
1973,SCHUYLER,40.15808909,-90.61516057,1950,6254,841.1,33.89,2.22,26.29016393,14.69939891,56,42,26,0,2843.31
1974,SCHUYLER,40.15808909,-90.61516057,1177,4035,632.04,36.67,-3.33,24.8731694,12.08540984,49,32,58,1,2581.69
1975,SCHUYLER,40.15808909,-90.61516057,2253,7196,665.54,36.67,0.56,27.14617486,13.31464481,41,62,52,0,2810.65
1976,SCHUYLER,40.15808909,-90.61516057,2018,5246,424.82,36.67,-1.67,26.52628415,12.48857923,35,50,49,0,2702.83
1977,SCHUYLER,40.15808909,-90.61516057,2455,4170,769.97,37.22,-0.56,27.36464481,14.48874317,47,52,32,0,2915.6
1978,SCHUYLER,40.15808909,-90.61516057,2051,6591,482.12,36.67,-1.11,26.48622951,13.88382514,48,62,48,0,2806.525
1979,SCHUYLER,40.15808909,-90.61516057,2488,7330,324.87,36.67,-3.89,27.05836066,13.4,40,61,47,2,2824.675
1980,SCHUYLER,40.15808909,-90.61516057,2152,6053,568.44,38.89,-1.11,27.70174863,14.56617486,44,63,42,0,2939.725
